date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timing Score,Total Bedtime,Total Sleep Time,Awake Time,REM Sleep Time,Light Sleep Time,Deep Sleep Time,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Recovery Time Score,Activity Burn,Total Burn,Target Calories,Steps,Daily Movement,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2021-01-20,55,31,35,78,95,60,70,75,16320,14760,1560,2640,7290,4830,44,90,210,8160,,2021-01-20T01:32:59-08:00,2021-01-20T06:04:59-08:00,61.59,52,38,-0.54,14,87,88,95,60,96,100,100,968,3128,300,15312,16979,449,534,115,160,5,177,1.71875,1,59,10,65,85,68,87,95,60,24
2021-01-21,71,81,92,83,69,55,1,100,35160,27840,7320,6810,15900,5130,40,79,5790,19500,,2021-01-20T21:27:27-08:00,2021-01-21T07:13:27-08:00,67.48,57,32,0.1,14.5,89,70,100,78,96,100,100,336,2541,300,5125,4892,602,581,235,19,3,0,1.40625,0,63,50,65,80,56,97,76,58,51
2021-01-22,85,80,99,100,88,72,72,100,31620,27570,4050,8700,9900,8970,29,87,1470,16830,,2021-01-21T21:18:07-08:00,2021-01-22T06:05:07-08:00,62.29,53,44,-0.14,14.75,89,66,100,78,96,99,100,459,2739,500,7576,7209,633,449,312,46,0,0,1.53125,0,80,85,68,89,65,100,96,68,100
2021-01-23,67,69,96,51,76,59,15,100,30180,24630,5550,7320,14130,3180,35,82,3240,16410,,2021-01-22T21:57:51-08:00,2021-01-23T06:20:51-08:00,68.15,60,23,-0.08,15,95,78,100,95,100,100,100,1787,4141,300,21586,30648,533,244,425,207,1,30,2.3125,0,63,40,66,87,65,100,50,54,92
2021-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,91,59,95,95,96,100,98,175,2357,150,3582,2262,678,454,213,3,0,92,1.3125,1,,,,,,,,,
2021-01-25,81,85,96,95,98,60,70,61,31080,28830,2250,7500,15390,5940,38,93,210,15510,,2021-01-24T23:57:42-08:00,2021-01-25T08:35:42-08:00,64.9,55,39,-0.24,14.5,87,71,100,78,71,100,100,264,2444,350,4740,3484,590,650,171,28,1,0,1.34375,0,67,75,54,91,43,97,94,47,79
2021-01-26,78,89,75,100,81,58,23,97,35520,29820,5700,5580,15480,8760,40,84,2640,19050,,2021-01-25T21:48:12-08:00,2021-01-26T07:40:12-08:00,61.17,53,60,0,14.875,87,73,100,78,71,99,100,265,2473,500,4855,3564,577,584,263,16,0,0,1.375,0,74,68,59,94,52,100,99,67,97
2021-01-27,73,67,50,87,81,57,94,100,28860,24210,4650,3750,15060,5400,46,84,750,15030,,2021-01-26T21:23:23-08:00,2021-01-27T05:24:23-08:00,62.21,51,50,0.06,14.875,77,60,95,60,40,97,100,321,2571,350,6342,4645,677,484,255,24,0,0,1.4375,1,67,55,58,96,61,100,100,77,20
2021-01-28,89,100,100,99,93,60,75,82,42480,37650,4830,8820,20490,8340,38,89,360,21780,,2021-01-27T21:32:45-08:00,2021-01-28T09:20:45-08:00,64.06,54,40,0.28,15.125,70,67,60,43,40,96,100,334,2511,600,5999,5277,616,596,197,30,1,0,1.375,3,85,95,71,88,67,81,100,80,100
2021-01-29,69,55,62,96,79,57,78,100,25440,21000,4440,4590,9810,6600,36,83,420,12780,,2021-01-28T23:20:54-08:00,2021-01-29T06:24:54-08:00,62.95,55,37,-0.11,14.75,70,39,100,43,40,95,100,382,2664,500,7117,6243,841,254,271,32,0,42,1.5,0,74,45,67,90,72,100,100,80,70
2021-01-30,52,24,30,86,96,58,72,67,14280,13020,1260,2280,5400,5340,40,91,270,7050,,2021-01-30T02:07:29-08:00,2021-01-30T06:05:29-08:00,65.56,58,31,-0.09,14,79,96,100,43,40,100,100,1275,3427,250,17268,22226,330,719,209,171,11,0,1.875,0,51,3,55,76,75,100,67,75,6
2021-01-31,77,100,100,27,81,60,17,100,44640,37650,6990,12660,23250,1740,44,84,3090,22410,,2021-01-30T20:20:20-08:00,2021-01-31T08:44:20-08:00,72.67,63,25,0.36,13.75,77,92,95,43,40,99,98,304,2403,300,5893,5184,415,717,169,34,1,104,1.3125,1,63,65,68,71,53,74,35,64,100
2021-02-01,92,100,100,100,97,65,75,100,37800,34830,2970,10050,14130,10650,34,92,360,19050,,2021-01-31T20:40:19-08:00,2021-02-01T07:10:19-08:00,60.48,51,66,-0.15,15.125,76,78,100,43,40,99,100,335,2547,600,6614,4725,536,622,253,29,0,0,1.40625,0,86,100,77,100,58,100,91,83,100
2021-02-02,74,83,67,95,81,54,22,100,33720,28320,5400,5040,17400,5880,41,84,2760,17880,,2021-02-01T20:38:49-08:00,2021-02-02T06:00:49-08:00,62.17,55,48,0.04,14.25,74,66,100,43,40,98,100,341,2576,500,5799,4936,631,534,240,34,1,0,1.4375,0,80,57,78,97,63,100,93,87,92
2021-02-03,76,74,67,95,81,55,70,100,30840,25950,4890,4980,14910,6060,42,84,240,16050,,2021-02-02T20:57:08-08:00,2021-02-03T05:31:08-08:00,61.53,52,41,-0.01,14.5,83,77,95,60,71,100,100,903,3107,500,13192,15559,534,570,211,123,2,0,1.71875,1,81,63,77,89,68,100,100,87,82
2021-02-04,71,76,95,95,69,57,1,100,33480,26430,7050,7110,13140,6180,40,79,6000,18960,,2021-02-03T20:34:09-08:00,2021-02-04T05:52:09-08:00,63.36,54,39,-0.24,14.625,76,53,60,60,71,99,100,237,2414,500,4670,3675,737,536,140,27,0,0,1.34375,3,71,50,78,77,56,97,100,,47
2021-02-05,89,100,100,99,90,53,78,94,39840,34920,4920,10170,16560,8190,41,88,1380,20310,,2021-02-04T21:31:53-08:00,2021-02-05T08:35:53-08:00,61.58,52,46,0,14.625,86,93,100,60,71,98,100,439,2598,650,7318,7292,406,559,280,37,3,155,1.4375,0,88,95,86,86,65,100,91,89,100
2021-02-06,76,60,80,89,83,73,86,100,26400,22410,3990,5970,10920,5520,35,85,1200,13230,,2021-02-05T23:00:11-08:00,2021-02-06T06:20:11-08:00,65.28,56,37,0.19,14.125,86,96,100,60,71,100,100,1041,3230,500,18036,18541,377,615,285,163,0,0,1.78125,0,82,62,81,96,68,89,92,88,89
2021-02-07,85,100,100,76,79,50,72,100,45420,37680,7740,9540,23400,4740,45,83,270,23820,,2021-02-06T20:06:20-08:00,2021-02-07T08:43:20-08:00,69.6,57,26,0.09,14.125,78,80,95,43,71,100,98,296,2393,500,6088,5012,517,734,160,28,1,0,1.3125,1,74,85,90,84,52,98,75,,30
2021-02-08,77,95,90,96,79,46,1,100,37800,31380,6420,6720,18420,6240,49,83,4380,20520,,2021-02-07T20:39:50-08:00,2021-02-08T07:09:50-08:00,60.45,53,52,0.15,14.25,77,64,100,43,71,99,100,282,2475,600,5329,3940,639,566,203,30,0,2,1.375,0,86,65,92,96,57,92,100,,100
2021-02-09,81,88,90,62,93,48,86,100,33240,29490,3750,6690,18900,3900,48,89,1200,17280,,2021-02-08T21:41:29-08:00,2021-02-09T06:55:29-08:00,59.38,53,47,-0.06,14.25,52,100,100,1,1,14,100,0,1833,600,7,0,29,1411,0,0,0,0,0.90625,0,87,75,93,91,64,100,100,87,93
2021-02-10,82,100,100,96,93,52,81,21,41160,36540,4620,9240,21000,6300,43,89,450,20850,,2021-02-09T20:44:10-08:00,2021-02-10T08:10:10-08:00,66.3,60,25,-0.15,14.25,69,62,95,25,40,96,100,248,2478,500,4545,3174,656,533,238,13,0,0,1.375,1,82,78,99,96,67,100,56,75,100
2021-02-11,80,94,97,63,88,53,75,69,35700,31200,4500,7890,19350,3960,44,87,360,17910,,2021-02-10T23:02:44-08:00,2021-02-11T08:57:44-08:00,61.27,52,39,-0.11,14.5,69,60,100,25,40,95,100,211,2418,600,4026,2501,670,573,180,15,0,2,1.34375,0,87,73,100,92,75,100,100,76,81
2021-02-12,71,66,99,82,67,57,83,65,30840,24000,6840,8430,10500,5070,38,78,510,15870,,2021-02-11T23:44:48-08:00,2021-02-12T08:18:48-08:00,65.51,55,30,-0.14,14.5,68,80,95,25,40,72,100,184,2331,500,3550,2795,509,445,163,13,0,310,1.3125,1,75,50,94,92,83,100,81,,28
2021-02-13,56,37,40,51,86,55,86,86,19080,16440,2640,3030,10260,3150,41,86,600,9840,,2021-02-13T00:43:05-08:00,2021-02-13T06:01:05-08:00,68.7,58,22,-0.09,14,71,72,100,25,40,100,100,1582,3875,300,23123,27653,583,372,235,238,12,0,2.15625,0,60,12,80,97,89,100,65,,8
2021-02-14,66,64,95,55,60,63,59,69,31260,23430,7830,7170,12840,3420,30,75,1770,16200,,2021-02-13T23:31:28-08:00,2021-02-14T08:12:28-08:00,75.82,68,14,0.05,14.375,76,73,100,43,40,100,100,421,2659,200,7327,6919,552,536,319,33,0,0,1.46875,0,43,38,73,42,54,100,1,24,55
2021-02-15,72,82,96,88,72,63,23,63,35040,27960,7080,7500,15030,5430,35,80,2640,19230,,2021-02-14T22:52:17-08:00,2021-02-15T08:36:17-08:00,64.74,55,56,-0.31,14.625,77,87,100,43,40,100,98,398,2549,500,8559,6967,466,679,261,34,0,0,1.40625,0,71,53,73,92,54,94,100,40,90
2021-02-16,84,92,63,97,83,55,94,100,36120,30510,5610,4740,18810,6960,40,84,780,18810,,2021-02-15T21:30:44-08:00,2021-02-16T07:32:44-08:00,60.74,53,59,0.01,15.125,71,69,100,43,40,99,89,241,2428,500,4610,3337,600,611,171,23,1,34,1.34375,0,81,83,76,98,56,100,100,59,100
2021-02-17,67,54,37,95,81,58,86,100,24840,20760,4080,2820,11760,6180,35,84,570,12600,,2021-02-16T21:07:30-08:00,2021-02-17T04:01:30-08:00,59.88,52,51,0.08,14.75,73,59,95,43,40,97,100,233,2458,500,4225,3070,683,521,222,14,0,0,1.34375,1,71,40,68,94,65,98,100,72,62
2021-02-18,93,100,100,99,90,63,99,100,42300,37290,5010,10050,19050,8190,33,88,870,21390,,2021-02-17T19:18:15-08:00,2021-02-18T07:03:15-08:00,63.12,53,35,0.01,14.375,86,92,100,60,71,98,100,725,2912,600,10689,11795,412,601,195,98,6,128,1.59375,0,87,100,79,90,71,100,100,71,100
2021-02-19,79,92,98,83,74,50,40,100,38100,30690,7410,8370,17190,5130,44,81,2190,20310,,2021-02-18T20:36:09-08:00,2021-02-19T07:11:09-08:00,65.02,57,29,-0.08,14.25,80,57,100,60,71,97,100,439,2708,500,8244,7184,699,393,312,36,0,0,1.5,0,78,69,83,86,66,100,80,66,100
2021-02-20,57,55,88,52,72,50,29,60,26400,21180,5220,6600,11340,3240,43,80,2460,14070,,2021-02-20T00:24:43-08:00,2021-02-20T07:44:43-08:00,74.32,66,16,0.03,14,76,55,100,60,40,97,98,426,2703,250,8484,6990,710,410,285,34,1,0,1.5,0,51,15,76,82,70,100,6,44,69
2021-02-21,75,75,91,98,96,59,72,36,29100,26340,2760,6750,11820,7770,40,91,300,14040,,2021-02-21T01:12:36-08:00,2021-02-21T09:17:36-08:00,65.24,56,31,-0.18,13.5,82,95,100,60,71,97,89,552,2732,350,11410,9453,395,645,281,65,1,53,1.5,0,74,60,74,81,72,99,90,,64
2021-02-22,93,100,100,100,98,65,99,81,37140,34380,2760,10980,13620,9780,34,93,900,18630,,2021-02-21T22:27:00-08:00,2021-02-22T08:46:00-08:00,62.25,53,41,-0.12,14.25,78,81,100,60,71,96,80,236,2388,500,4217,3222,504,704,219,13,0,0,1.3125,0,84,100,82,96,69,100,100,48,100
2021-02-23,70,66,66,73,86,53,64,100,28140,24030,4110,4890,14580,4560,39,85,120,13560,,2021-02-22T21:43:04-08:00,2021-02-23T05:32:04-08:00,67.03,59,34,-0.18,14.875,91,81,100,78,96,100,100,1070,3283,350,16118,18585,507,591,178,160,4,0,1.8125,0,66,47,77,100,76,99,47,48,77
2021-02-24,76,85,83,98,69,54,27,100,36540,28950,7590,6150,15210,7590,39,79,2490,20460,,2021-02-23T19:19:25-08:00,2021-02-24T05:28:25-08:00,66.55,55,37,0.11,14.5,86,47,100,78,96,99,100,403,2731,500,7870,5648,775,341,284,39,1,0,1.53125,0,70,62,79,70,57,96,73,53,91
2021-02-25,70,53,58,87,96,57,83,100,22560,20580,1980,4350,10830,5400,40,91,540,11460,,2021-02-24T23:48:29-08:00,2021-02-25T06:04:29-08:00,60.66,52,42,-0.03,14,87,73,95,78,71,99,100,375,2585,350,6730,5731,575,566,267,30,2,0,1.4375,1,66,48,72,79,61,100,100,63,23
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,88,80,100,78,71,97,100,285,2527,500,4539,4105,368,131,294,15,0,632,1.4375,0,,,,,,,,,
2021-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,86,97,100,60,71,96,100,188,2256,250,3643,3103,293,629,125,18,1,374,1.25,0,,,,,,,,,
2021-02-28,84,100,100,87,86,52,43,100,46920,40470,6450,10350,24750,5370,45,86,2160,24540,,2021-02-27T20:01:54-08:00,2021-02-28T09:03:54-08:00,67.18,59,29,-0.21,13.375,78,96,100,43,40,95,100,399,2535,500,7941,6865,377,743,287,32,1,0,1.375,0,73,83,65,100,74,98,56,57,100
2021-03-01,71,66,60,95,86,65,40,100,27960,23940,4020,4500,13320,6120,36,86,2220,15090,,2021-02-28T20:22:36-08:00,2021-03-01T04:08:36-08:00,59.72,51,54,0.15,13.875,73,70,100,43,40,87,100,300,2516,500,5344,4220,590,598,229,23,0,0,1.375,0,76,50,64,100,74,92,100,,83
2021-03-02,82,88,94,96,76,59,67,92,36240,29550,6690,7020,16200,6330,37,82,180,19080,,2021-03-01T18:27:43-08:00,2021-03-02T04:31:43-08:00,60.97,52,46,0.15,14.25,75,72,100,43,40,97,100,920,3173,500,14431,15972,579,467,273,118,3,0,1.75,0,83,78,68,94,80,92,100,80,99
2021-03-03,84,86,88,98,88,58,78,100,33360,29100,4260,6510,14670,7920,38,87,420,15870,,2021-03-02T20:26:22-08:00,2021-03-03T05:42:22-08:00,62,57,44,-0.26,14.5,77,86,100,43,40,96,100,220,2397,500,4164,2821,474,586,214,14,0,152,1.3125,0,77,83,71,70,65,96,72,85,100
2021-03-04,85,95,98,70,97,58,70,100,34260,31440,2820,8070,19020,4350,38,92,240,17130,,2021-03-03T19:57:34-08:00,2021-03-04T05:28:34-08:00,61.12,52,37,-0.25,14,78,69,100,43,71,100,100,971,3159,600,13474,16510,598,536,176,116,14,0,1.75,0,85,85,77,100,73,97,100,85,84
2021-03-05,80,77,88,91,93,60,72,100,30300,26850,3450,6600,14640,5610,39,89,300,14850,,2021-03-04T21:54:29-08:00,2021-03-05T06:19:29-08:00,66.3,60,27,0.07,14.375,75,54,95,43,71,99,100,189,2429,350,3683,2000,714,484,238,4,0,0,1.34375,1,69,73,77,56,57,99,63,76,69
2021-03-06,84,78,91,95,90,61,97,100,30780,26970,3810,6750,14040,6180,37,88,930,15570,,2021-03-05T21:56:13-08:00,2021-03-06T06:29:13-08:00,64.74,56,34,-0.16,12.875,77,64,100,43,71,97,100,259,2472,500,4939,3671,652,545,229,14,0,0,1.375,0,75,83,78,91,67,99,89,75,29
2021-03-07,80,74,83,100,88,69,70,100,29940,26070,3870,6180,11190,8700,37,87,240,14010,,2021-03-06T21:59:48-08:00,2021-03-07T06:18:48-08:00,57.27,51,51,0.08,13.625,89,96,100,60,96,100,100,1254,3447,500,18525,21566,383,589,212,184,10,62,1.90625,0,81,73,76,92,72,98,93,86,77
2021-03-08,91,100,98,97,90,53,91,100,37980,33210,4770,8070,17850,7290,42,87,1080,19050,,2021-03-07T20:20:12-08:00,2021-03-08T06:53:12-08:00,63.08,55,40,0.03,14,83,62,95,60,96,100,100,277,2512,600,5783,3889,664,539,218,18,1,0,1.375,1,85,100,83,67,51,100,100,86,94
2021-03-09,84,79,95,99,83,59,94,100,32280,27270,5010,7080,11760,8430,37,84,780,15720,,2021-03-08T21:36:59-08:00,2021-03-09T06:34:59-08:00,60.99,52,50,-0.25,14.75,77,64,100,43,71,99,100,314,2583,500,5849,4444,645,482,297,16,0,0,1.4375,0,82,82,82,90,59,96,99,,70
2021-03-10,59,49,49,69,79,67,19,100,23820,19620,4200,3690,11610,4320,31,82,2940,12960,,2021-03-09T22:24:33-08:00,2021-03-10T05:01:33-08:00,63.63,53,37,0.08,15.125,73,44,95,43,71,97,100,272,2555,350,4913,3450,805,411,206,17,1,0,1.4375,1,69,19,74,91,66,98,100,88,38
2021-03-11,75,62,56,95,97,64,86,100,24960,22800,2160,4170,12780,5850,40,91,570,12660,,2021-03-10T22:05:01-08:00,2021-03-11T05:01:01-08:00,61.6,54,39,-0.21,14,70,65,100,25,40,96,100,370,2601,500,7266,5781,632,540,225,35,1,7,1.4375,0,73,60,70,82,72,98,85,88,54
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,68,54,100,25,40,96,100,371,2675,500,7108,5539,727,286,254,34,0,139,1.5,0,,,,,,,,,
2021-03-13,50,40,30,38,67,55,51,90,21960,17100,4860,2250,12450,2400,44,78,1980,11460,,2021-03-13T00:08:53-08:00,2021-03-13T06:14:53-08:00,66.92,57,32,0.36,14.375,82,93,100,43,71,99,100,1163,3413,250,16794,20316,367,540,390,137,6,0,1.875,0,69,0,62,84,78,74,61,85,63
2021-03-14,76,79,99,95,81,55,75,51,32460,27300,5160,8460,12870,5970,45,84,1440,15390,,2021-03-14T00:20:56-07:00,2021-03-14T09:21:56-07:00,64.9,54,48,0.12,14,73,87,100,25,40,98,100,399,2598,500,7912,5844,460,630,313,37,0,0,1.4375,0,80,63,63,84,80,95,100,88,97
2021-03-15,71,58,53,83,96,57,94,100,23940,21840,2100,3960,12720,5160,41,91,990,12180,,2021-03-14T23:23:04-07:00,2021-03-15T06:02:04-07:00,58.33,53,49,0.5,14,72,91,95,25,40,97,98,219,2302,500,3939,3648,419,810,199,12,0,0,1.25,1,74,50,59,100,83,62,99,90,64
2021-03-16,91,100,98,100,98,67,75,85,39900,36930,2970,8400,19800,8730,33,93,330,19740,,2021-03-15T18:04:00-07:00,2021-03-16T05:09:00-07:00,60.58,50,44,0.14,14.625,82,93,100,43,71,100,100,875,3068,500,13565,15190,416,529,224,128,1,142,1.6875,0,79,100,72,100,87,93,91,91,1
2021-03-17,75,81,93,76,65,57,46,100,36300,27810,8490,6930,16140,4740,40,77,2100,20250,,2021-03-16T19:50:53-07:00,2021-03-17T05:55:53-07:00,63.33,56,41,0.09,14.25,81,77,78,60,71,99,100,407,2618,300,7476,6399,595,522,293,30,0,0,1.4375,2,79,59,74,82,74,97,84,91,93
2021-03-18,61,60,49,48,96,70,81,20,24480,22260,2220,3720,15540,3000,29,91,480,12510,,2021-03-17T17:35:50-07:00,2021-03-18T00:23:50-07:00,62.32,51,40,0.32,14.75,88,70,95,78,96,100,98,877,3074,300,13367,15392,564,541,205,129,1,0,1.6875,1,64,25,70,82,63,78,91,90,6
2021-03-19,77,75,65,91,81,54,94,100,31200,26220,4980,4860,15720,5640,40,84,990,15840,,2021-03-18T21:28:29-07:00,2021-03-19T06:08:29-07:00,60.85,54,49,-0.12,15,81,49,78,78,96,100,89,311,2488,500,6157,5456,759,438,203,33,0,7,1.375,2,76,65,70,72,51,100,100,92,78
2021-03-20,68,50,58,96,90,61,89,84,22380,19650,2730,4380,8940,6330,35,88,630,11310,,2021-03-20T00:21:55-07:00,2021-03-20T06:34:55-07:00,63.53,56,43,-0.1,14.25,86,64,100,78,71,99,100,444,2675,350,9183,7674,638,491,267,44,0,0,1.46875,0,68,43,64,81,55,100,92,92,39
2021-03-21,80,76,75,100,95,61,70,100,29520,26460,3060,5610,11670,9180,35,90,210,14310,,2021-03-20T22:20:34-07:00,2021-03-21T06:32:34-07:00,58.73,51,52,-0.14,14.125,93,98,95,78,96,99,100,395,2435,500,6077,6942,330,766,116,51,2,175,1.3125,1,74,73,65,85,56,100,96,94,46
2021-03-22,85,88,98,88,90,59,75,100,33600,29700,3900,8010,16260,5430,37,88,360,17190,,2021-03-21T20:37:56-07:00,2021-03-22T05:57:56-07:00,61.87,53,43,0.12,14.375,96,88,100,95,100,100,95,783,3006,500,12139,12723,459,575,292,113,1,0,1.65625,0,84,85,70,99,61,94,100,93,91
2021-03-23,90,92,92,99,95,65,99,100,34200,30780,3420,6810,15540,8430,34,90,870,17520,,2021-03-22T20:47:09-07:00,2021-03-23T06:17:09-07:00,64.66,56,39,0,14.875,82,45,100,78,96,98,89,265,2475,500,5623,3907,799,419,204,18,0,0,1.375,0,80,98,75,84,54,100,65,92,94
2021-03-24,86,97,100,96,86,57,83,67,37560,32280,5280,10170,15780,6330,40,86,540,18060,,2021-03-23T23:04:58-07:00,2021-03-24T09:30:58-07:00,59.54,51,48,-0.19,14.75,84,66,100,60,96,97,100,147,2267,600,2907,2026,621,693,116,10,0,0,1.25,0,86,87,81,83,63,99,97,93,100
2021-03-25,90,100,98,96,93,58,94,84,37680,33630,4050,8310,18720,6600,37,89,780,19020,,2021-03-24T22:14:48-07:00,2021-03-25T08:42:48-07:00,62.27,56,35,-0.18,14.5,79,80,100,43,71,96,100,247,2435,650,4938,3174,515,620,253,13,0,39,1.34375,0,89,97,89,98,73,99,81,,95
2021-03-26,72,71,40,85,88,55,75,100,28800,25140,3660,2970,16920,5250,41,87,360,13830,,2021-03-25T22:31:29-07:00,2021-03-26T06:31:29-07:00,66.55,58,29,-0.05,14.375,87,88,95,60,96,98,100,950,3143,500,15579,17074,441,645,220,133,1,0,1.71875,1,75,52,86,100,79,100,56,85,70
2021-03-27,87,87,95,98,81,74,86,100,35220,29430,5790,7140,14760,7530,33,84,600,18480,,2021-03-26T19:26:33-07:00,2021-03-27T05:13:33-07:00,65.52,56,36,0.21,14.375,80,70,100,43,96,97,100,350,2544,600,6983,5734,589,545,282,22,2,0,1.40625,0,86,90,89,76,62,87,91,82,100
2021-03-28,73,70,84,95,67,60,48,100,31800,24870,6930,6240,12780,5850,37,78,2040,17670,,2021-03-27T20:09:05-07:00,2021-03-28T04:59:05-07:00,62.53,53,37,0.06,14.25,77,72,95,43,71,96,100,251,2395,500,5429,4210,574,611,244,11,0,0,1.3125,1,78,55,85,90,66,100,99,79,66
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,71,77,100,25,40,96,100,289,2480,500,5695,4247,545,596,224,23,0,52,1.375,0,,,,,,,,,
2021-03-30,80,79,79,96,67,63,89,100,34920,27240,7680,5880,14730,6630,36,78,1110,19650,,2021-03-29T19:14:34-07:00,2021-03-30T04:56:34-07:00,62.42,55,49,0.19,14.75,78,73,100,43,71,99,100,957,3199,600,14611,16458,569,490,248,128,5,0,1.78125,0,85,73,84,97,77,88,99,85,81
2021-03-31,72,72,82,95,76,58,29,100,31200,25440,5760,6120,13410,5910,36,82,2460,16800,,2021-03-30T20:39:43-07:00,2021-03-31T05:19:43-07:00,64.52,57,35,-0.08,14.25,76,59,100,43,71,97,100,211,2423,350,4050,2510,683,548,197,12,0,0,1.34375,0,65,53,81,64,61,100,66,,49
2021-04-01,88,94,96,97,90,55,86,100,35640,31230,4410,7530,16680,7020,37,88,570,17610,,2021-03-31T20:29:08-07:00,2021-04-01T06:23:08-07:00,61.65,52,41,0.15,14.5,86,80,95,60,96,100,100,806,2973,650,11726,13834,508,647,174,104,7,0,1.625,1,89,93,85,93,70,92,100,83,100
2021-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,81,91,100,43,71,99,100,313,2425,500,6476,5321,430,660,145,43,0,162,1.34375,0,,,,,,,,,
2021-04-03,82,88,94,81,83,50,75,100,35160,29700,5460,6990,17670,5040,45,84,360,18150,,2021-04-02T19:59:28-07:00,2021-04-03T05:45:28-07:00,63.46,55,41,0.01,14.5,84,76,78,60,96,100,100,1148,3376,500,17855,20459,550,446,255,187,2,0,1.875,2,79,77,88,100,65,100,82,,50
2021-04-04,77,67,75,96,79,63,89,100,29280,24150,5130,5640,12030,6480,33,82,630,13890,,2021-04-03T22:26:07-07:00,2021-04-04T06:34:07-07:00,60.33,51,53,0.09,14.125,83,81,60,60,96,100,100,138,2158,500,3165,2471,506,846,70,18,0,0,1.15625,3,76,65,83,60,44,97,92,89,83
2021-04-05,81,97,98,48,79,48,78,100,38700,32130,6570,8160,20970,3000,47,83,390,20040,,2021-04-04T19:10:36-07:00,2021-04-05T05:55:36-07:00,62.79,54,44,0,14.75,86,75,100,60,96,100,100,339,2542,600,6620,4971,542,625,236,37,0,0,1.40625,0,85,75,88,100,54,100,98,,92
2021-04-06,87,95,84,95,90,55,86,100,35640,31320,4320,6210,19260,5850,38,88,570,17970,,2021-04-05T19:28:34-07:00,2021-04-06T05:22:34-07:00,57.97,51,40,-0.13,14.5,83,59,100,60,96,100,100,789,3051,650,11826,13480,684,432,165,127,3,29,1.6875,0,90,90,90,97,59,100,97,,100
2021-04-07,87,95,97,93,86,57,81,93,36840,31620,5220,7770,18090,5760,40,86,1290,18660,,2021-04-06T22:02:44-07:00,2021-04-07T08:16:44-07:00,64.58,58,32,-0.3,14.5,84,64,100,60,96,99,100,242,2442,500,4790,3338,641,573,210,16,0,0,1.34375,0,78,90,92,66,51,95,47,86,100
2021-04-08,73,69,62,73,97,50,78,100,27000,24780,2220,4620,15630,4530,45,92,420,13440,,2021-04-07T22:33:31-07:00,2021-04-08T06:03:31-07:00,65.61,58,31,-0.19,14.625,87,84,100,60,96,100,100,875,3085,500,12919,15106,491,422,198,117,6,206,1.71875,0,74,55,87,94,60,98,73,78,55
2021-04-09,84,98,96,96,96,50,64,73,35580,32490,3090,7380,18540,6570,43,91,120,17520,,2021-04-08T23:00:28-07:00,2021-04-09T08:53:28-07:00,62.67,57,39,0.02,14.75,85,70,100,60,96,99,100,232,2440,500,4185,3097,595,568,268,9,0,0,1.34375,0,81,83,92,74,54,100,73,79,100
2021-04-10,79,100,99,61,88,49,72,43,40320,35130,5190,8580,22740,3810,50,87,270,19950,,2021-04-09T23:19:26-07:00,2021-04-10T10:31:26-07:00,65.58,59,35,0.25,14.5,76,63,95,43,71,97,100,143,2245,500,2981,2176,581,742,106,11,0,0,1.21875,1,80,70,98,98,64,83,48,75,100
2021-04-11,84,100,97,99,98,52,89,23,35880,33240,2640,7740,16920,8580,42,93,660,18030,,2021-04-11T00:35:59-07:00,2021-04-11T10:33:59-07:00,63.09,53,44,0.01,14.125,77,71,95,43,71,96,100,233,2350,650,4087,3578,576,666,157,18,2,21,1.28125,1,91,83,100,100,73,100,99,79,100
2021-04-12,65,55,45,89,83,64,59,89,24780,21150,3630,3360,12270,5520,36,85,1770,12720,,2021-04-11T23:48:51-07:00,2021-04-12T06:41:51-07:00,59.2,51,45,-0.17,13.625,75,62,95,43,71,92,100,205,2398,500,3334,2888,661,570,198,11,0,0,1.3125,1,76,35,91,95,79,99,92,84,45
2021-04-13,89,100,100,100,86,61,75,91,42420,36660,5760,9060,18330,9270,35,86,1440,21030,,2021-04-12T21:26:37-07:00,2021-04-13T09:13:37-07:00,57.79,49,49,0.44,14.375,69,75,100,25,40,81,100,343,2503,500,6933,5535,560,649,195,35,1,0,1.375,0,81,95,98,93,85,67,93,87,100
